               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,   metrics/cells_mAP,metrics/cells_mAP_50
                 289,            0.039457,             0.38732,                   0,             0.87227,             0.91149,             0.94181,             0.63116,            0.045407,             0.83826,                   0,            0.000496,            0.000496,            0.000496,             0.63116,             0.94181
                 290,             0.03542,             0.30581,                   0,             0.87227,             0.91149,             0.94181,             0.63116,            0.045407,             0.83777,                   0,            0.000463,            0.000463,            0.000463,             0.63116,             0.94181
                 291,            0.037851,              0.3423,                   0,             0.87294,             0.90676,             0.94186,             0.62625,            0.045523,             0.84094,                   0,             0.00043,             0.00043,             0.00043,             0.62625,             0.94186
                 292,            0.036835,             0.32374,                   0,             0.87294,             0.90676,             0.94186,             0.62625,            0.045523,             0.84094,                   0,            0.000397,            0.000397,            0.000397,             0.62625,             0.94186
                 293,            0.037262,             0.36382,                   0,             0.87274,             0.90517,             0.94096,             0.62408,            0.045497,             0.84113,                   0,            0.000364,            0.000364,            0.000364,             0.62408,             0.94096
                 294,            0.037603,             0.31517,                   0,             0.87274,             0.90517,             0.94096,             0.62408,            0.045497,             0.84131,                   0,            0.000331,            0.000331,            0.000331,             0.62408,             0.94096
                 295,            0.035594,             0.33691,                   0,             0.87793,             0.90462,             0.94065,             0.62789,            0.045297,             0.83746,                   0,            0.000298,            0.000298,            0.000298,             0.62789,             0.94065
                 296,            0.039491,             0.36085,                   0,             0.87793,             0.90462,             0.94065,             0.62789,            0.045297,             0.83704,                   0,            0.000265,            0.000265,            0.000265,             0.62789,             0.94065
                 297,            0.035081,             0.32289,                   0,             0.87272,             0.91562,             0.94122,             0.63233,             0.04516,             0.83313,                   0,            0.000232,            0.000232,            0.000232,             0.63233,             0.94122
                 298,            0.034227,             0.32565,                   0,             0.87272,             0.91562,             0.94122,             0.63233,             0.04516,             0.83368,                   0,            0.000199,            0.000199,            0.000199,             0.63233,             0.94122
                 299,            0.032513,             0.29555,                   0,             0.87241,             0.91312,             0.94146,              0.6347,            0.045054,             0.83093,                   0,            0.000166,            0.000166,            0.000166,              0.6347,             0.94146
